path,name,title,description,depicted_place,notes
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N1\._N1-12.jpg,._N1-12.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N1\._N1-13.jpg,._N1-13.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N1\._N1-14.jpg,._N1-14.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N1\._N1-15.jpg,._N1-15.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N1\._N1-16.jpg,._N1-16.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N1\N1-01.jpg,N1-01.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N1\N1-02.jpg,N1-02.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N1\N1-03.jpg,N1-03.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N1\N1-04.jpg,N1-04.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N1\N1-05.jpg,N1-05.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N1\N1-06.jpg,N1-06.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N1\N1-07.jpg,N1-07.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N1\N1-08.jpg,N1-08.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N1\N1-09.jpg,N1-09.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N1\N1-10.jpg,N1-10.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N1\N1-11.jpg,N1-11.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N1\N1-12.jpg,N1-12.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N1\N1-13.jpg,N1-13.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N1\N1-14.jpg,N1-14.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N1\N1-15.jpg,N1-15.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N1\N1-16.jpg,N1-16.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N10\._N10-01.jpg,._N10-01.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N10\._N10-02.jpg,._N10-02.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N10\._N10-03.jpg,._N10-03.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N10\._N10-04.jpg,._N10-04.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N10\._N10-05.jpg,._N10-05.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N10\._N10-06.jpg,._N10-06.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N10\._N10-07.jpg,._N10-07.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N10\._N10-08.jpg,._N10-08.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N10\N10-01.jpg,N10-01.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N10\N10-02.jpg,N10-02.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N10\N10-03.jpg,N10-03.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N10\N10-04.jpg,N10-04.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N10\N10-05.jpg,N10-05.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N10\N10-06.jpg,N10-06.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N10\N10-07.jpg,N10-07.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N10\N10-08.jpg,N10-08.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N11\._N11-01.jpg,._N11-01.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N11\._N11-02.jpg,._N11-02.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N11\._N11-03.jpg,._N11-03.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N11\._N11-04.jpg,._N11-04.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N11\._N11-05.jpg,._N11-05.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N11\._N11-06.jpg,._N11-06.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N11\._N11-07.jpg,._N11-07.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N11\._N11-08.jpg,._N11-08.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N11\._N11-09.jpg,._N11-09.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N11\._N11-10.jpg,._N11-10.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N11\._N11-11.jpg,._N11-11.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N11\._N11-12.jpg,._N11-12.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\North\N11\._N11-13.jpg,._N11-13.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
